Min_Support,Min_Confidence,Itemset,Support
0.05,0.3,{'meat spreads'},0.008978963571062083
0.05,0.3,{'spread cheese'},0.025141097998973832
0.05,0.3,{'frozen fruits'},0.0028219599794766545
0.05,0.3,{'sauces'},0.011287839917906618
0.05,0.3,{'rum'},0.008209338122113904
0.05,0.3,{'finished products'},0.016418676244227808
0.05,0.3,{'instant coffee'},0.015135967162647512
0.05,0.3,{'artif. sweetener'},0.007439712673165726
0.05,0.3,{'bathroom cleaner'},0.004361210877373012
0.05,0.3,{'jam'},0.008722421754746024
0.05,0.3,{'whisky'},0.002052334530528476
0.05,0.3,{'pudding powder'},0.004104669061056952
0.05,0.3,{'sparkling wine'},0.011800923550538737
0.05,0.3,{'tea'},0.006926629040533607
0.05,0.3,{'cream'},0.0030785017957927143
0.05,0.3,{'specialty fat'},0.007439712673165726
0.05,0.3,{'frozen potato products'},0.018471010774756286
0.05,0.3,{'specialty cheese'},0.018214468958440224
0.05,0.3,{'turkey'},0.020010261672652643
0.05,0.3,{'zwieback'},0.01539250897896357
0.05,0.3,{'canned vegetables'},0.02052334530528476
0.05,0.3,{'hair spray'},0.002308876346844536
0.05,0.3,{'nut snack'},0.005643919958953309
0.05,0.3,{'soups'},0.012314007183170857
0.05,0.3,{'cereals'},0.0107747562852745
0.05,0.3,{'seasonal products'},0.025910723447922012
0.05,0.3,{'ready soups'},0.0038481272447408927
0.05,0.3,{'brandy'},0.009748589020010261
0.05,0.3,{'light bulbs'},0.007183170856849667
0.05,0.3,{'cleaner'},0.007952796305797845
0.05,0.3,{'syrup'},0.00538737814263725
0.05,0.3,{'canned fruit'},0.00538737814263725
0.05,0.3,{'honey'},0.0033350436121087736
0.05,0.3,{'cooking chocolate'},0.0038481272447408927
0.05,0.3,{'abrasive cleaner'},0.005643919958953309
0.05,0.3,{'liqueur'},0.002308876346844536
0.05,0.3,{'frozen dessert'},0.023088763468445357
0.05,0.3,{'organic sausage'},0.005643919958953309
0.05,0.3,{'flower soil/fertilizer'},0.004104669061056952
0.05,0.3,{'tidbits'},0.005643919958953309
0.05,0.3,{'make up remover'},0.0012827090815802976
0.05,0.3,{'potato products'},0.005643919958953309
0.05,0.3,{'bags'},0.001026167265264238
0.05,0.3,{'preservation products'},0.0002565418163160595
0.05,0.3,{'baby cosmetics'},0.0007696254489481786
0.05,0.3,{'nuts/prunes'},0.008465879938429965
0.05,0.3,{'soap'},0.00513083632632119
0.05,0.3,{'decalcifier'},0.002308876346844536
0.05,0.3,{'kitchen utensil'},0.0002565418163160595
0.05,0.3,{'organic products'},0.002565418163160595
0.05,0.3,{'frozen chicken'},0.0012827090815802976
0.05,0.3,{'salad dressing'},0.0015392508978963571
0.05,0.3,{'specialty vegetables'},0.0028219599794766545
0.05,0.3,{'toilet cleaner'},0.0012827090815802976
0.05,0.3,{'rubbing alcohol'},0.0012827090815802976
0.05,0.3,"{'misc. beverages', 'yogurt'}",0.019753719856336584
0.05,0.3,"{'yogurt', 'pastry'}",0.05797845048742945
0.05,0.3,"{'yogurt', 'canned beer'}",0.051821446895844024
0.05,0.3,"{'yogurt', 'sausage'}",0.07542329399692149
0.05,0.3,"{'whole milk', 'yogurt'}",0.15059004617752694
0.05,0.3,"{'soda', 'yogurt'}",0.09748589020010262
0.05,0.3,"{'yogurt', 'salty snack'}",0.023088763468445357
0.05,0.3,"{'yogurt', 'hygiene articles'}",0.01564905079527963
0.05,0.3,"{'misc. beverages', 'pastry'}",0.013340174448435094
0.05,0.3,"{'misc. beverages', 'canned beer'}",0.013083632632119035
0.05,0.3,"{'misc. beverages', 'sausage'}",0.014622883530015392
0.05,0.3,"{'whole milk', 'misc. beverages'}",0.02744997434581837
0.05,0.3,"{'soda', 'misc. beverages'}",0.01718830169317599
0.05,0.3,"{'misc. beverages', 'salty snack'}",0.0061570035915854285
0.05,0.3,"{'misc. beverages', 'hygiene articles'}",0.0030785017957927143
0.05,0.3,"{'canned beer', 'pastry'}",0.03796818881477681
0.05,0.3,"{'sausage', 'pastry'}",0.040533606977937404
0.05,0.3,"{'whole milk', 'pastry'}",0.09107234479220112
0.05,0.3,"{'soda', 'pastry'}",0.06310928681375064
0.05,0.3,"{'salty snack', 'pastry'}",0.011031298101590559
0.05,0.3,"{'pastry', 'hygiene articles'}",0.011031298101590559
0.05,0.3,"{'canned beer', 'sausage'}",0.03796818881477681
0.05,0.3,"{'whole milk', 'canned beer'}",0.08722421754746024
0.05,0.3,"{'soda', 'canned beer'}",0.054643406875320676
0.05,0.3,"{'canned beer', 'salty snack'}",0.01718830169317599
0.05,0.3,"{'canned beer', 'hygiene articles'}",0.008978963571062083
0.05,0.3,"{'whole milk', 'sausage'}",0.10697793740379682
0.05,0.3,"{'soda', 'sausage'}",0.07721908671113391
0.05,0.3,"{'sausage', 'salty snack'}",0.01616213442791175
0.05,0.3,"{'sausage', 'hygiene articles'}",0.012570548999486916
0.05,0.3,"{'soda', 'whole milk'}",0.15110312981015905
0.05,0.3,"{'whole milk', 'salty snack'}",0.03386351975371986
0.05,0.3,"{'whole milk', 'hygiene articles'}",0.02744997434581837
0.05,0.3,"{'soda', 'salty snack'}",0.02052334530528476
0.05,0.3,"{'soda', 'hygiene articles'}",0.01693175987685993
0.05,0.3,"{'salty snack', 'hygiene articles'}",0.00513083632632119
0.05,0.3,"{'sausage', 'frankfurter'}",0.0310415597742432
0.05,0.3,"{'sausage', 'white bread'}",0.022575679835813236
0.05,0.3,"{'curd', 'sausage'}",0.032067727039507436
0.05,0.3,"{'whipped/sour cream', 'sausage'}",0.038994356080041044
0.05,0.3,"{'sausage', 'rolls/buns'}",0.0823499230374551
0.05,0.3,"{'beef', 'sausage'}",0.025654181631605953
0.05,0.3,"{'whole milk', 'frankfurter'}",0.06798358132375577
0.05,0.3,"{'whole milk', 'white bread'}",0.04771677783478707
0.05,0.3,"{'curd', 'whole milk'}",0.06362237044638276
0.05,0.3,"{'whipped/sour cream', 'whole milk'}",0.0797845048742945
0.05,0.3,"{'whole milk', 'rolls/buns'}",0.17855310415597742
0.05,0.3,"{'beef', 'whole milk'}",0.06413545407901487
0.05,0.3,"{'soda', 'frankfurter'}",0.051051821446895844
0.05,0.3,"{'soda', 'white bread'}",0.0310415597742432
0.05,0.3,"{'soda', 'curd'}",0.043099025141098
0.05,0.3,"{'soda', 'whipped/sour cream'}",0.04848640328373525
0.05,0.3,"{'soda', 'rolls/buns'}",0.11980502821959979
0.05,0.3,"{'soda', 'beef'}",0.04284248332478194
0.05,0.3,"{'white bread', 'frankfurter'}",0.013340174448435094
0.05,0.3,"{'curd', 'frankfurter'}",0.019753719856336584
0.05,0.3,"{'whipped/sour cream', 'frankfurter'}",0.026936890713186248
0.05,0.3,"{'rolls/buns', 'frankfurter'}",0.05515649050795279
0.05,0.3,"{'beef', 'frankfurter'}",0.020010261672652643
0.05,0.3,"{'curd', 'white bread'}",0.012314007183170857
0.05,0.3,"{'whipped/sour cream', 'white bread'}",0.021549512570549
0.05,0.3,"{'rolls/buns', 'white bread'}",0.037711646998460746
0.05,0.3,"{'beef', 'white bread'}",0.012570548999486916
0.05,0.3,"{'curd', 'whipped/sour cream'}",0.021549512570549
0.05,0.3,"{'curd', 'rolls/buns'}",0.05002565418163161
0.05,0.3,"{'curd', 'beef'}",0.01718830169317599
0.05,0.3,"{'whipped/sour cream', 'rolls/buns'}",0.05849153412006157
0.05,0.3,"{'whipped/sour cream', 'beef'}",0.022575679835813236
0.05,0.3,"{'beef', 'rolls/buns'}",0.040533606977937404
0.05,0.3,"{'tropical fruit', 'whole milk'}",0.11646998460749101
0.05,0.3,"{'whole milk', 'frozen vegetables'}",0.05515649050795279
0.05,0.3,"{'whole milk', 'specialty chocolate'}",0.029758850692662903
0.05,0.3,"{'whole milk', 'sugar'}",0.03694202154951257
0.05,0.3,"{'whole milk', 'other vegetables'}",0.1913801949717804
0.05,0.3,"{'whole milk', 'butter milk'}",0.03155464340687532
0.05,0.3,"{'whole milk', 'butter'}",0.06618778860954336
0.05,0.3,"{'tropical fruit', 'frozen vegetables'}",0.023345305284761416
0.05,0.3,"{'tropical fruit', 'specialty chocolate'}",0.01564905079527963
0.05,0.3,"{'tropical fruit', 'sugar'}",0.017444843509492047
0.05,0.3,"{'tropical fruit', 'other vegetables'}",0.09132888660851719
0.05,0.3,"{'tropical fruit', 'butter milk'}",0.01564905079527963
0.05,0.3,"{'tropical fruit', 'butter'}",0.0310415597742432
0.05,0.3,"{'frozen vegetables', 'specialty chocolate'}",0.0061570035915854285
0.05,0.3,"{'frozen vegetables', 'sugar'}",0.009492047203694202
0.05,0.3,"{'frozen vegetables', 'other vegetables'}",0.045664443304258596
0.05,0.3,"{'butter milk', 'frozen vegetables'}",0.007183170856849667
0.05,0.3,"{'frozen vegetables', 'butter'}",0.012827090815802977
0.05,0.3,"{'sugar', 'specialty chocolate'}",0.0048742945100051305
0.05,0.3,"{'specialty chocolate', 'other vegetables'}",0.02744997434581837
0.05,0.3,"{'butter milk', 'specialty chocolate'}",0.0038481272447408927
0.05,0.3,"{'butter', 'specialty chocolate'}",0.008978963571062083
0.05,0.3,"{'sugar', 'other vegetables'}",0.029245767060030785
0.05,0.3,"{'butter milk', 'sugar'}",0.004617752693689072
0.05,0.3,"{'butter', 'sugar'}",0.009492047203694202
0.05,0.3,"{'butter milk', 'other vegetables'}",0.02744997434581837
0.05,0.3,"{'butter', 'other vegetables'}",0.05720882503848127
0.05,0.3,"{'butter milk', 'butter'}",0.010005130836326322
0.05,0.3,"{'sausage', 'frozen meals'}",0.01590559261159569
0.05,0.3,"{'sausage', 'root vegetables'}",0.056182657773217036
0.05,0.3,"{'rolls/buns', 'frozen meals'}",0.028219599794766546
0.05,0.3,"{'rolls/buns', 'root vegetables'}",0.09081580297588507
0.05,0.3,"{'frozen meals', 'root vegetables'}",0.014622883530015392
0.05,0.3,"{'rolls/buns', 'pastry'}",0.06952283222165213
0.05,0.3,"{'tropical fruit', 'pastry'}",0.046177526936890714
0.05,0.3,"{'pastry', 'other vegetables'}",0.0715751667521806
0.05,0.3,"{'pastry', 'root vegetables'}",0.04669061056952283
0.05,0.3,"{'pastry', 'chocolate'}",0.01718830169317599
0.05,0.3,"{'shopping bags', 'pastry'}",0.029502308876346844
0.05,0.3,"{'pastry', 'pip fruit'}",0.04104669061056952
0.05,0.3,"{'canned beer', 'rolls/buns'}",0.06670087224217547
0.05,0.3,"{'tropical fruit', 'canned beer'}",0.04232939969214982
0.05,0.3,"{'canned beer', 'other vegetables'}",0.0672139558748076
0.05,0.3,"{'canned beer', 'root vegetables'}",0.04746023601847101
0.05,0.3,"{'canned beer', 'chocolate'}",0.01718830169317599
0.05,0.3,"{'shopping bags', 'canned beer'}",0.0336069779374038
0.05,0.3,"{'canned beer', 'pip fruit'}",0.03129810159055926
0.05,0.3,"{'whole milk', 'root vegetables'}",0.11313494099538225
0.05,0.3,"{'whole milk', 'chocolate'}",0.04797331965110313
0.05,0.3,"{'shopping bags', 'whole milk'}",0.09132888660851719
0.05,0.3,"{'whole milk', 'pip fruit'}",0.08696767573114418
0.05,0.3,"{'rolls/buns', 'hygiene articles'}",0.022575679835813236
0.05,0.3,"{'tropical fruit', 'hygiene articles'}",0.012570548999486916
0.05,0.3,"{'hygiene articles', 'other vegetables'}",0.022575679835813236
0.05,0.3,"{'root vegetables', 'hygiene articles'}",0.01590559261159569
0.05,0.3,"{'hygiene articles', 'chocolate'}",0.007183170856849667
0.05,0.3,"{'shopping bags', 'hygiene articles'}",0.010005130836326322
0.05,0.3,"{'hygiene articles', 'pip fruit'}",0.01051821446895844
0.05,0.3,"{'tropical fruit', 'rolls/buns'}",0.08825038481272447
0.05,0.3,"{'rolls/buns', 'other vegetables'}",0.14674191893278604
0.05,0.3,"{'rolls/buns', 'chocolate'}",0.03745510518214469
0.05,0.3,"{'shopping bags', 'rolls/buns'}",0.06875320677270395
0.05,0.3,"{'rolls/buns', 'pip fruit'}",0.0672139558748076
0.05,0.3,"{'tropical fruit', 'root vegetables'}",0.057465366854797334
0.05,0.3,"{'tropical fruit', 'chocolate'}",0.024371472550025655
0.05,0.3,"{'tropical fruit', 'shopping bags'}",0.044638276038994354
0.05,0.3,"{'tropical fruit', 'pip fruit'}",0.04361210877373012
0.05,0.3,"{'root vegetables', 'other vegetables'}",0.09415084658799384
0.05,0.3,"{'chocolate', 'other vegetables'}",0.038481272447408926
0.05,0.3,"{'shopping bags', 'other vegetables'}",0.07311441765007697
0.05,0.3,"{'pip fruit', 'other vegetables'}",0.07234479220112879
0.05,0.3,"{'root vegetables', 'chocolate'}",0.020010261672652643
0.05,0.3,"{'shopping bags', 'root vegetables'}",0.04746023601847101
0.05,0.3,"{'root vegetables', 'pip fruit'}",0.044638276038994354
0.05,0.3,"{'shopping bags', 'chocolate'}",0.01539250897896357
0.05,0.3,"{'pip fruit', 'chocolate'}",0.019240636223704463
0.05,0.3,"{'shopping bags', 'pip fruit'}",0.03181118522319138
0.05,0.3,"{'whipped/sour cream', 'margarine'}",0.023345305284761416
0.05,0.3,"{'rolls/buns', 'margarine'}",0.044894817855310416
0.05,0.3,"{'whole milk', 'bottled beer'}",0.08542842483324782
0.05,0.3,"{'whole milk', 'chicken'}",0.05002565418163161
0.05,0.3,"{'bottled water', 'whole milk'}",0.11236531554643407
0.05,0.3,"{'frankfurter', 'chocolate'}",0.01718830169317599
0.05,0.3,"{'shopping bags', 'frankfurter'}",0.024628014366341714
0.05,0.3,"{'bottled beer', 'frankfurter'}",0.024884556182657773
0.05,0.3,"{'chicken', 'frankfurter'}",0.016418676244227808
0.05,0.3,"{'bottled water', 'frankfurter'}",0.037711646998460746
0.05,0.3,"{'rolls/buns', 'bottled beer'}",0.06310928681375064
0.05,0.3,"{'chicken', 'rolls/buns'}",0.04232939969214982
0.05,0.3,"{'bottled water', 'rolls/buns'}",0.0792714212416624
0.05,0.3,"{'bottled beer', 'chocolate'}",0.016675218060543867
0.05,0.3,"{'chicken', 'chocolate'}",0.009492047203694202
0.05,0.3,"{'bottled water', 'chocolate'}",0.025141097998973832
0.05,0.3,"{'shopping bags', 'bottled beer'}",0.030271934325295024
0.05,0.3,"{'shopping bags', 'chicken'}",0.019753719856336584
0.05,0.3,"{'shopping bags', 'bottled water'}",0.04207285787583376
0.05,0.3,"{'chicken', 'bottled beer'}",0.01693175987685993
0.05,0.3,"{'bottled water', 'bottled beer'}",0.04027706516162134
0.05,0.3,"{'bottled water', 'chicken'}",0.024884556182657773
0.05,0.3,"{'tropical fruit', 'yogurt'}",0.07567983581323756
0.05,0.3,"{'yogurt', 'root vegetables'}",0.0715751667521806
0.05,0.3,"{'yogurt', 'dessert'}",0.02719343252950231
0.05,0.3,"{'yogurt', 'domestic eggs'}",0.043355566957414056
0.05,0.3,"{'yogurt', 'hamburger meat'}",0.028476141611082608
0.05,0.3,"{'soda', 'tropical fruit'}",0.08183683940482299
0.05,0.3,"{'soda', 'root vegetables'}",0.08132375577219086
0.05,0.3,"{'soda', 'dessert'}",0.029502308876346844
0.05,0.3,"{'soda', 'domestic eggs'}",0.0443817342226783
0.05,0.3,"{'soda', 'hamburger meat'}",0.028219599794766546
0.05,0.3,"{'tropical fruit', 'dessert'}",0.023088763468445357
0.05,0.3,"{'tropical fruit', 'domestic eggs'}",0.03437660338635198
0.05,0.3,"{'tropical fruit', 'hamburger meat'}",0.018984094407388404
0.05,0.3,"{'dessert', 'root vegetables'}",0.025141097998973832
0.05,0.3,"{'domestic eggs', 'root vegetables'}",0.03463314520266803
0.05,0.3,"{'hamburger meat', 'root vegetables'}",0.02129297075423294
0.05,0.3,"{'dessert', 'domestic eggs'}",0.01026167265264238
0.05,0.3,"{'dessert', 'hamburger meat'}",0.007183170856849667
0.05,0.3,"{'hamburger meat', 'domestic eggs'}",0.009748589020010261
0.05,0.3,"{'yogurt', 'newspapers'}",0.04720369420215495
0.05,0.3,"{'pastry', 'newspapers'}",0.02668034889687019
0.05,0.3,"{'tropical fruit', 'newspapers'}",0.03694202154951257
0.05,0.3,"{'frankfurter', 'pip fruit'}",0.02719343252950231
0.05,0.3,"{'coffee', 'frankfurter'}",0.020010261672652643
0.05,0.3,"{'specialty bar', 'frankfurter'}",0.0107747562852745
0.05,0.3,"{'UHT-milk', 'frankfurter'}",0.015135967162647512
0.05,0.3,"{'sliced cheese', 'frankfurter'}",0.007952796305797845
0.05,0.3,"{'coffee', 'rolls/buns'}",0.04284248332478194
0.05,0.3,"{'rolls/buns', 'specialty bar'}",0.020010261672652643
0.05,0.3,"{'rolls/buns', 'UHT-milk'}",0.0310415597742432
0.05,0.3,"{'sliced cheese', 'rolls/buns'}",0.02052334530528476
0.05,0.3,"{'bottled water', 'pip fruit'}",0.040533606977937404
0.05,0.3,"{'coffee', 'pip fruit'}",0.023858388917393534
0.05,0.3,"{'specialty bar', 'pip fruit'}",0.009492047203694202
0.05,0.3,"{'UHT-milk', 'pip fruit'}",0.01718830169317599
0.05,0.3,"{'sliced cheese', 'pip fruit'}",0.01026167265264238
0.05,0.3,"{'bottled water', 'coffee'}",0.02616726526423807
0.05,0.3,"{'bottled water', 'specialty bar'}",0.014622883530015392
0.05,0.3,"{'bottled water', 'UHT-milk'}",0.02129297075423294
0.05,0.3,"{'bottled water', 'sliced cheese'}",0.012314007183170857
0.05,0.3,"{'coffee', 'specialty bar'}",0.007183170856849667
0.05,0.3,"{'coffee', 'UHT-milk'}",0.012827090815802977
0.05,0.3,"{'coffee', 'sliced cheese'}",0.006413545407901488
0.05,0.3,"{'UHT-milk', 'specialty bar'}",0.0048742945100051305
0.05,0.3,"{'sliced cheese', 'specialty bar'}",0.0038481272447408927
0.05,0.3,"{'sliced cheese', 'UHT-milk'}",0.0033350436121087736
0.05,0.3,"{'yogurt', 'frankfurter'}",0.04207285787583376
0.05,0.3,"{'yogurt', 'rolls/buns'}",0.11133914828116984
0.05,0.3,"{'yogurt', 'other vegetables'}",0.12031811185223192
0.05,0.3,"{'bottled water', 'yogurt'}",0.06644433042585941
0.05,0.3,"{'yogurt', 'candy'}",0.019753719856336584
0.05,0.3,"{'yogurt', 'grapes'}",0.019240636223704463
0.05,0.3,"{'yogurt', 'citrus fruit'}",0.05823499230374551
0.05,0.3,"{'pastry', 'frankfurter'}",0.030015392508978965
0.05,0.3,"{'bottled water', 'pastry'}",0.04361210877373012
0.05,0.3,"{'candy', 'pastry'}",0.011031298101590559
0.05,0.3,"{'pastry', 'grapes'}",0.011287839917906618
0.05,0.3,"{'pastry', 'citrus fruit'}",0.03719856336582863
0.05,0.3,"{'whole milk', 'candy'}",0.029245767060030785
0.05,0.3,"{'whole milk', 'grapes'}",0.028476141611082608
0.05,0.3,"{'whole milk', 'citrus fruit'}",0.09235505387378143
0.05,0.3,"{'frankfurter', 'other vegetables'}",0.061056952283222166
0.05,0.3,"{'candy', 'frankfurter'}",0.008722421754746024
0.05,0.3,"{'frankfurter', 'grapes'}",0.011031298101590559
0.05,0.3,"{'frankfurter', 'citrus fruit'}",0.029758850692662903
0.05,0.3,"{'candy', 'rolls/buns'}",0.021549512570549
0.05,0.3,"{'rolls/buns', 'grapes'}",0.022319138019497177
0.05,0.3,"{'rolls/buns', 'citrus fruit'}",0.07183170856849666
0.05,0.3,"{'bottled water', 'other vegetables'}",0.09389430477167779
0.05,0.3,"{'candy', 'other vegetables'}",0.023088763468445357
0.05,0.3,"{'grapes', 'other vegetables'}",0.024628014366341714
0.05,0.3,"{'citrus fruit', 'other vegetables'}",0.07747562852744998
0.05,0.3,"{'bottled water', 'candy'}",0.012057465366854798
0.05,0.3,"{'bottled water', 'grapes'}",0.012827090815802977
0.05,0.3,"{'bottled water', 'citrus fruit'}",0.04515135967162647
0.05,0.3,"{'candy', 'grapes'}",0.002565418163160595
0.05,0.3,"{'candy', 'citrus fruit'}",0.013853258081067214
0.05,0.3,"{'grapes', 'citrus fruit'}",0.011544381734222679
0.05,0.3,"{'yogurt', 'frozen vegetables'}",0.0336069779374038
0.05,0.3,"{'shopping bags', 'yogurt'}",0.05489994869163674
0.05,0.3,"{'yogurt', 'brown bread'}",0.04207285787583376
0.05,0.3,"{'onions', 'yogurt'}",0.023858388917393534
0.05,0.3,"{'whole milk', 'brown bread'}",0.06977937403796819
0.05,0.3,"{'onions', 'whole milk'}",0.039763981528989224
0.05,0.3,"{'tropical fruit', 'frankfurter'}",0.03386351975371986
0.05,0.3,"{'frozen vegetables', 'frankfurter'}",0.017957927142124165
0.05,0.3,"{'frankfurter', 'root vegetables'}",0.038994356080041044
0.05,0.3,"{'frankfurter', 'brown bread'}",0.022319138019497177
0.05,0.3,"{'onions', 'frankfurter'}",0.013596716264751155
0.05,0.3,"{'frozen vegetables', 'rolls/buns'}",0.04104669061056952
0.05,0.3,"{'rolls/buns', 'brown bread'}",0.05336069779374038
0.05,0.3,"{'onions', 'rolls/buns'}",0.03258081067213956
0.05,0.3,"{'tropical fruit', 'brown bread'}",0.03463314520266803
0.05,0.3,"{'tropical fruit', 'onions'}",0.017957927142124165
0.05,0.3,"{'frozen vegetables', 'root vegetables'}",0.029502308876346844
0.05,0.3,"{'shopping bags', 'frozen vegetables'}",0.020010261672652643
0.05,0.3,"{'frozen vegetables', 'brown bread'}",0.016418676244227808
0.05,0.3,"{'onions', 'frozen vegetables'}",0.009492047203694202
0.05,0.3,"{'root vegetables', 'brown bread'}",0.03386351975371986
0.05,0.3,"{'onions', 'root vegetables'}",0.020010261672652643
0.05,0.3,"{'shopping bags', 'brown bread'}",0.0310415597742432
0.05,0.3,"{'shopping bags', 'onions'}",0.014366341713699333
0.05,0.3,"{'onions', 'brown bread'}",0.012057465366854798
0.05,0.3,"{'whole milk', 'frozen meals'}",0.03258081067213956
0.05,0.3,"{'whole milk', 'domestic eggs'}",0.07029245767060031
0.05,0.3,"{'napkins', 'whole milk'}",0.043099025141098
0.05,0.3,"{'whole milk', 'meat'}",0.034889687018984095
0.05,0.3,"{'whole milk', 'hard cheese'}",0.027706516162134428
0.05,0.3,"{'tropical fruit', 'white bread'}",0.022832221652129298
