filename,stem,split,image_path,mask_path,original_width,original_height,foreground_ratio,bbox_available,bbox_count
cju3yb47cj1xq0817zfotbni4.jpg,cju3yb47cj1xq0817zfotbni4,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju3yb47cj1xq0817zfotbni4.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju3yb47cj1xq0817zfotbni4.png,626,547,0.129165,True,1
cju414lf2l1lt0801rl3hjllj.jpg,cju414lf2l1lt0801rl3hjllj,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju414lf2l1lt0801rl3hjllj.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju414lf2l1lt0801rl3hjllj.png,610,528,0.145784,True,4
cju45n0oxn5vu08500yfrt9jn.jpg,cju45n0oxn5vu08500yfrt9jn,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju45n0oxn5vu08500yfrt9jn.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju45n0oxn5vu08500yfrt9jn.png,622,530,0.096527,True,1
cju45ofd9ne1j0801ri8dup7t.jpg,cju45ofd9ne1j0801ri8dup7t,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju45ofd9ne1j0801ri8dup7t.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju45ofd9ne1j0801ri8dup7t.png,622,530,0.578651,True,1
cju5bdwa3aatx0818b79i18zf.jpg,cju5bdwa3aatx0818b79i18zf,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5bdwa3aatx0818b79i18zf.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5bdwa3aatx0818b79i18zf.png,622,530,0.07178,True,1
cju5bhv81abur0850ean02atv.jpg,cju5bhv81abur0850ean02atv,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5bhv81abur0850ean02atv.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5bhv81abur0850ean02atv.png,611,531,0.16427,True,1
cju5bj926aiec07559rshy4wa.jpg,cju5bj926aiec07559rshy4wa,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5bj926aiec07559rshy4wa.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5bj926aiec07559rshy4wa.png,612,529,0.040365,True,1
cju5cu8qkb84x08186jwo8yin.jpg,cju5cu8qkb84x08186jwo8yin,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5cu8qkb84x08186jwo8yin.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5cu8qkb84x08186jwo8yin.png,622,530,0.039999,True,1
cju5eyfe9cpk90987laa7tsl3.jpg,cju5eyfe9cpk90987laa7tsl3,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5eyfe9cpk90987laa7tsl3.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5eyfe9cpk90987laa7tsl3.png,622,530,0.27259,True,1
cju5f26ebcuai0818xlwh6116.jpg,cju5f26ebcuai0818xlwh6116,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5f26ebcuai0818xlwh6116.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5f26ebcuai0818xlwh6116.png,598,546,0.078412,True,1
cju5f8hxdcxxn08188obby0ea.jpg,cju5f8hxdcxxn08188obby0ea,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5f8hxdcxxn08188obby0ea.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5f8hxdcxxn08188obby0ea.png,615,520,0.1297,True,1
cju5fu081d8gc0818l3yylujk.jpg,cju5fu081d8gc0818l3yylujk,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5fu081d8gc0818l3yylujk.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5fu081d8gc0818l3yylujk.png,570,531,0.055731,True,1
cju5fw37edaae0801vkwvocn7.jpg,cju5fw37edaae0801vkwvocn7,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5fw37edaae0801vkwvocn7.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5fw37edaae0801vkwvocn7.png,559,530,0.092554,True,1
cju5hqz50e7o90850e0prlpa0.jpg,cju5hqz50e7o90850e0prlpa0,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5hqz50e7o90850e0prlpa0.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5hqz50e7o90850e0prlpa0.png,595,528,0.205812,True,1
cju5hyi9yegob0755ho3do8en.jpg,cju5hyi9yegob0755ho3do8en,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5hyi9yegob0755ho3do8en.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5hyi9yegob0755ho3do8en.png,623,529,0.088577,True,2
cju5i39mreass0817au8p22zy.jpg,cju5i39mreass0817au8p22zy,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5i39mreass0817au8p22zy.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5i39mreass0817au8p22zy.png,623,546,0.188454,True,1
cju5k503sfa5f0871lx0rpu5y.jpg,cju5k503sfa5f0871lx0rpu5y,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5k503sfa5f0871lx0rpu5y.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5k503sfa5f0871lx0rpu5y.png,622,529,0.155942,True,1
cju5klveuff6w0871wbibgh3m.jpg,cju5klveuff6w0871wbibgh3m,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5klveuff6w0871wbibgh3m.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5klveuff6w0871wbibgh3m.png,574,530,0.037874,True,1
cju5vwbr4lhqn0987a1pji0ux.jpg,cju5vwbr4lhqn0987a1pji0ux,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5vwbr4lhqn0987a1pji0ux.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5vwbr4lhqn0987a1pji0ux.png,570,530,0.051632,True,1
cju5w7xn0lrkq0801f9k0htgx.jpg,cju5w7xn0lrkq0801f9k0htgx,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5w7xn0lrkq0801f9k0htgx.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5w7xn0lrkq0801f9k0htgx.png,622,530,0.0937,True,1
cju5y4hgqmk0i08180rjhbwvp.jpg,cju5y4hgqmk0i08180rjhbwvp,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5y4hgqmk0i08180rjhbwvp.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5y4hgqmk0i08180rjhbwvp.png,626,547,0.128403,True,1
cju5y84q3mdv50817eyp82xf3.jpg,cju5y84q3mdv50817eyp82xf3,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5y84q3mdv50817eyp82xf3.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5y84q3mdv50817eyp82xf3.png,611,530,0.035062,True,1
cju5yjq1pmlgc0801z0t24bly.jpg,cju5yjq1pmlgc0801z0t24bly,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju5yjq1pmlgc0801z0t24bly.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju5yjq1pmlgc0801z0t24bly.png,570,530,0.124366,True,1
cju6ut4l8va6y0755tyw3vfqq.jpg,cju6ut4l8va6y0755tyw3vfqq,test,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju6ut4l8va6y0755tyw3vfqq.jpg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/masks/cju6ut4l8va6y0755tyw3vfqq.png,605,529,0.025999,True,1
