index,case_id,slice_id,mean_dice,mean_iou,present_gt_classes,present_pred_classes
26,img0002,img0002_slice0084,0.6373986067208322,0.577290010839139,"2,3,6,8,9,14","2,4,6,8,9,14"
27,img0002,img0002_slice0085,0.6240774549095348,0.5605313149189435,"2,3,6,8,9,14","2,4,6,8,9,14"
28,img0002,img0002_slice0086,0.6018126937536203,0.5396008994422961,"2,3,4,6,8,9,14","2,4,6,8,9,11,14"
29,img0002,img0002_slice0087,0.7564817333789065,0.6702490441530417,"2,3,4,6,7,8,9,14","2,3,4,6,7,8,9,11,14"
30,img0002,img0002_slice0088,0.7241751970469514,0.6715553073014535,"2,3,4,6,7,8,9,14","2,3,4,6,7,8,9,11,14"
31,img0002,img0002_slice0089,0.6867650072103466,0.6048464119889514,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,11,12,14"
32,img0002,img0002_slice0090,0.7970994972359463,0.729709095244975,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,9,11,14"
33,img0002,img0002_slice0091,0.8073923413140037,0.7260891124839411,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,11,14"
34,img0002,img0002_slice0092,0.830060781980841,0.7388426031297872,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,11,14"
35,img0002,img0002_slice0093,0.8169235006484776,0.7466278536213522,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,11,14"
36,img0002,img0002_slice0094,0.7908325396710503,0.7186300973423367,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,9,11,14"
37,img0002,img0002_slice0095,0.7517628519722763,0.6704131554092577,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,10,11,14"
38,img0002,img0002_slice0096,0.7645717827414442,0.6780452988090089,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,10,11,14"
39,img0002,img0002_slice0097,0.6639281942173262,0.5774548411221251,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,10,11,12,14"
40,img0002,img0002_slice0098,0.6350056587077966,0.5510961346647011,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,10,11,12,14"
41,img0002,img0002_slice0099,0.7613581530997333,0.6687584633903368,"2,3,4,6,7,8,9,11,12,14","2,3,4,6,7,8,9,10,11,12,14"
42,img0002,img0002_slice0100,0.8272149566258196,0.7204211727548038,"2,3,4,6,7,8,9,10,11,12,14","2,3,4,6,7,8,9,10,11,12,14"
43,img0002,img0002_slice0101,0.7377033574311856,0.6324948020180342,"2,3,4,6,7,8,9,10,11,12,13,14","2,3,4,6,7,8,9,10,11,12,14"
44,img0002,img0002_slice0102,0.5719461357195254,0.47726531437654157,"3,4,6,7,8,9,10,11,12,13,14","2,3,4,6,7,8,9,10,11,12,14"
45,img0002,img0002_slice0103,0.5771895075915369,0.488018317913025,"3,4,6,7,8,9,10,11,12,13,14","2,4,6,7,8,9,10,11,12,14"
46,img0002,img0002_slice0104,0.5243390969341849,0.44549132296214894,"3,6,7,8,9,10,11,12,13,14","2,4,6,7,8,9,10,11,12,14"
47,img0002,img0002_slice0105,0.5088882697972378,0.4433960313847436,"1,3,6,7,8,9,10,11,12,13,14","2,4,6,7,8,9,10,11,12,14"
48,img0002,img0002_slice0106,0.5074408573299958,0.4456650750729328,"1,3,6,7,8,9,10,11,12,13,14","2,4,6,7,8,9,10,11,12,14"
49,img0002,img0002_slice0107,0.4496231336804153,0.39161655904351644,"1,3,6,7,8,9,10,11,12,13,14","2,4,6,7,8,9,10,11,12,14"
50,img0002,img0002_slice0108,0.4273498731337561,0.37708915025899,"1,3,6,7,8,9,10,11,12,13","2,4,5,6,7,8,9,10,11,12,14"
51,img0002,img0002_slice0109,0.4380772071062226,0.3738788782907872,"1,3,6,7,8,9,10,11,12,13","1,2,5,6,7,8,9,10,11,12,14"
52,img0002,img0002_slice0110,0.6527118894605856,0.5739905936802776,"1,3,6,7,8,9,10,11,12,13","1,3,6,7,8,9,10,11,12,13,14"
53,img0002,img0002_slice0111,0.6898518154203843,0.5805888057310585,"1,3,6,7,8,9,10,11,12,13","1,3,6,7,8,9,10,11,12,13"
54,img0002,img0002_slice0112,0.6089885260613007,0.5155248216452049,"1,3,6,7,8,9,10,11,13","1,3,6,7,8,9,10,11,13"
55,img0002,img0002_slice0113,0.6600931792868978,0.5883972460980215,"1,3,6,7,8,9,10,11,13","1,6,7,8,9,10,11"
56,img0002,img0002_slice0114,0.7292421772562029,0.6364292980638796,"1,6,7,8,9,10,11,13","1,6,7,8,9,10,11"
57,img0002,img0002_slice0115,0.5317466849520273,0.48130480371413004,"1,6,7,8,9,10,11,13","1,5,6,7,8,9,10"
58,img0002,img0002_slice0116,0.714604304949766,0.6404686412763615,"1,6,7,8,9,10,11","1,6,7,8,9,10"
59,img0002,img0002_slice0117,0.8682903534206923,0.7856704629909498,"1,6,7,8,9,10","1,6,7,8,9,10"
60,img0002,img0002_slice0118,0.8870634818736928,0.8112909725624465,"1,6,7,8,9,10","1,6,7,8,9,10"
61,img0002,img0002_slice0119,0.6600249127326471,0.6001270813874322,"1,6,7,8,9,10","1,5,6,7,8,9,10"
62,img0002,img0002_slice0120,0.7443332195438649,0.6827960782180332,"1,6,7,8,9","1,5,6,7,8,9"
63,img0002,img0002_slice0121,0.7104302932890758,0.6350031526249756,"1,6,7,8,9","1,5,6,7,8,9"
64,img0002,img0002_slice0122,0.8192128278657046,0.7315775660825171,"1,5,6,7,8,9","1,5,6,7,8,9"
65,img0002,img0002_slice0123,0.8778021256539988,0.801997309756759,"1,5,6,7,8,9","1,5,6,7,8,9"
66,img0002,img0002_slice0124,0.8361741759911779,0.7409703322276814,"1,5,6,7,8,9","1,5,6,7,8,9"
67,img0002,img0002_slice0125,0.6251106102861813,0.5695910699888435,"1,5,6,7,8,9","5,6,7,8,9"
68,img0002,img0002_slice0126,0.9390978403561986,0.8862857966029097,"5,6,8,9","5,6,8,9"
69,img0002,img0002_slice0127,0.933741246131008,0.8773986608907055,"5,6,8,9","5,6,8,9"
70,img0002,img0002_slice0128,0.8847012373376162,0.7993269039718814,"5,6,8,9","5,6,8,9"
71,img0002,img0002_slice0129,0.7057987533624928,0.6425776838110326,"5,6,8,9","5,6,8,9"
72,img0002,img0002_slice0130,0.6422376122963135,0.5480264071002057,"5,6,8,9","5,6,8,9"
73,img0002,img0002_slice0131,0.7907360803140145,0.6669771539956353,"5,6,8,9","5,6,8,9"
74,img0002,img0002_slice0132,0.8846924026047475,0.8019519518957511,"5,8,9","5,8,9"
75,img0002,img0002_slice0133,0.8759551410177323,0.7831802434381556,"5,8,9","5,8,9"
76,img0002,img0002_slice0134,0.8910987398974494,0.8050281293332852,"5,8,9","5,8,9"
77,img0002,img0002_slice0135,0.9018133789862857,0.8213994191720948,"5,8,9","5,8,9"
78,img0002,img0002_slice0136,0.6622863820063275,0.5953523392057638,"5,8,9","5,8,9,14"
79,img0002,img0002_slice0137,0.617158419587785,0.5244019287450462,"5,8,9","5,8,9,14"
80,img0002,img0002_slice0138,0.5818593584529042,0.4754571913115809,"5,8,9","5,8,9,14"
81,img0008,img0008_slice0005,0.0,0.0,,
82,img0008,img0008_slice0010,0.0,0.0,,
83,img0008,img0008_slice0015,0.0,0.0,,"1,3"
84,img0008,img0008_slice0033,0.0,0.0,,
85,img0008,img0008_slice0037,0.0,0.0,,
86,img0008,img0008_slice0048,0.0,0.0,,6
87,img0008,img0008_slice0058,0.0,0.0,,6
88,img0008,img0008_slice0068,0.0,0.0,,14
89,img0008,img0008_slice0076,0.0,0.0,8,
90,img0008,img0008_slice0077,0.0,0.0,"8,9",
91,img0008,img0008_slice0078,0.0,0.0,"8,9",14
92,img0008,img0008_slice0079,0.0,0.0,"8,9",9
93,img0008,img0008_slice0080,0.21794871792776135,0.16190476188163266,"8,9,14",14
94,img0008,img0008_slice0081,0.27113237638256144,0.228494623637487,"8,9,14",14
95,img0008,img0008_slice0082,0.2871189773759945,0.25215889463287605,"8,9,14",14
96,img0008,img0008_slice0083,0.21114369500847086,0.15450643776160916,"8,9,14","9,14"
97,img0008,img0008_slice0084,0.15024038461177305,0.10738831614751243,"6,8,9,14","9,14"
98,img0008,img0008_slice0085,0.10755555555316543,0.07355623100080376,"6,8,9,14","9,11,14"
99,img0008,img0008_slice0086,0.2355125522916505,0.16708262182158967,"6,8,9,11,14","11,14"
100,img0008,img0008_slice0087,0.4383060805863166,0.3454301404548124,"6,8,9,11,14","6,11,14"
101,img0008,img0008_slice0088,0.4073457958450074,0.31871346433461234,"6,8,9,11,14","6,11,14"
102,img0008,img0008_slice0089,0.5030184484540721,0.4374023729576885,"6,8,9,11,14","6,11,14"
103,img0008,img0008_slice0090,0.4604720268356613,0.3976063201447792,"6,8,9,11,14","6,11,14"
104,img0008,img0008_slice0091,0.49534019785248085,0.432208101349887,"6,8,9,11,14","6,11,14"
105,img0008,img0008_slice0092,0.42986165591727393,0.3826516773554031,"6,8,9,11,14","2,6,11,14"
106,img0008,img0008_slice0093,0.4359150554422249,0.38891796575933185,"6,8,9,11,14","2,6,9,11,14"
107,img0008,img0008_slice0094,0.4174733276685945,0.36439706946755046,"6,8,9,11,14","1,6,11,14"
108,img0008,img0008_slice0095,0.310733042746614,0.2733108921296923,"2,6,8,9,11,14","1,6,7,11,14"
109,img0008,img0008_slice0096,0.304656538893513,0.2618894636820983,"2,6,8,9,11,14","1,6,7,11,14"
110,img0008,img0008_slice0097,0.35628271492523667,0.3095479250461188,"2,6,8,9,11,14","6,7,11,14"
111,img0008,img0008_slice0098,0.3153525363796206,0.26167336501533567,"2,6,8,9,11,14","2,6,7,11,14"
112,img0008,img0008_slice0099,0.25644417315751766,0.20835031327833922,"2,3,6,8,9,11,14","6,7,11,14"
113,img0008,img0008_slice0100,0.2474039853605891,0.19968485581203022,"2,3,6,8,9,11,14","6,7,11,14"
114,img0008,img0008_slice0101,0.2260491468253531,0.17813138149796368,"2,3,6,8,9,11,14","6,7,11,14"
115,img0008,img0008_slice0102,0.3518630423471242,0.3053474273940703,"2,3,4,6,8,9,11,14","4,6,11,14"
116,img0008,img0008_slice0103,0.3404931009152399,0.3009570133716246,"2,3,4,6,8,9,11,14","4,6,11,14"
117,img0008,img0008_slice0104,0.41282759981000616,0.3600619334637653,"2,3,4,6,8,9,11,14","4,6,11,14"
118,img0008,img0008_slice0105,0.38941340238217026,0.3295160059366032,"2,3,4,6,7,8,9,11,14","4,6,7,8,11,14"
119,img0008,img0008_slice0106,0.3011273990001177,0.25758791948825605,"2,3,4,6,7,8,9,11,14","1,4,6,7,8,11,14"
120,img0008,img0008_slice0107,0.26580167937009125,0.2287129510489316,"1,2,3,4,6,7,8,9,10,11,14","4,6,11,14"
121,img0008,img0008_slice0108,0.33630659853022354,0.2703310477609338,"1,2,3,4,6,7,8,9,10,11,13,14","1,4,6,7,11,14"
122,img0008,img0008_slice0109,0.34337025908612484,0.2783625764897723,"1,2,3,4,6,7,8,9,10,11,13,14","1,4,6,7,10,11,12,14"
123,img0008,img0008_slice0110,0.32745616697790714,0.26928496031853333,"1,2,3,4,6,7,8,9,10,11,13,14","1,4,6,7,11,12,14"
124,img0008,img0008_slice0111,0.3450554973312506,0.29779688883825356,"1,2,3,4,6,7,8,9,10,11,13,14","1,4,6,7,8,10,11,12,14"
125,img0008,img0008_slice0112,0.3407666674032201,0.28332992971097753,"1,2,3,4,6,7,8,9,10,11,12,13,14","1,4,6,7,11,12,13,14"
126,img0008,img0008_slice0113,0.35623201485032385,0.2924827081464642,"1,2,3,4,6,7,8,9,10,11,12,13,14","1,4,6,7,11,12,14"
127,img0008,img0008_slice0114,0.45818514186540377,0.38885786905563574,"1,2,3,4,6,7,8,9,10,11,12,13","1,4,6,7,8,11,12,13,14"
128,img0008,img0008_slice0115,0.4504955574109291,0.3808989616701985,"1,3,6,7,8,9,10,11,12,13","1,4,6,7,8,10,11,12,13,14"
129,img0008,img0008_slice0116,0.38244477487713757,0.3176275085300262,"1,3,6,7,8,9,10,11,12,13","1,4,6,7,8,10,11,12,13,14"
130,img0008,img0008_slice0117,0.3826591736421417,0.3278619240335348,"1,3,6,7,8,9,10,11,12,13","1,6,7,11,12"
131,img0008,img0008_slice0118,0.28809011271184726,0.25686165987637294,"1,3,6,7,8,9,10,12,13","1,6,7,10,11,12,14"
132,img0008,img0008_slice0119,0.3228347613276077,0.28995210539817257,"1,3,6,7,8,9,10,12,13","1,6,7,9,10,11,13"
133,img0008,img0008_slice0120,0.47272351353133196,0.42263477080248557,"1,6,7,8,9,10,12,13","1,6,7,9,10,11,13"
134,img0008,img0008_slice0121,0.5223620567877274,0.47986862187763446,"1,6,7,8,9,10,12,13","1,6,7,9,10"
135,img0008,img0008_slice0122,0.600687996780364,0.5549397508542959,"1,6,7,8,9,10,12","1,6,7,9,10"
136,img0008,img0008_slice0123,0.6329244019216621,0.5814849624778927,"1,6,7,8,9,10,12","1,6,7,9,10"
137,img0008,img0008_slice0124,0.6431009207417598,0.5947325507278334,"1,6,7,8,9,10","1,5,6,7,9,10"
138,img0008,img0008_slice0125,0.6718107454779856,0.6354951345593083,"1,6,7,8,9,10","1,5,6,7,9,10"
139,img0008,img0008_slice0126,0.5339178529754922,0.5013038545436936,"1,6,7,8,9","1,4,5,6,7,9"
140,img0008,img0008_slice0127,0.5734198651668091,0.5049701026434686,"1,5,6,7,8,9","1,4,5,6,7,9"
141,img0008,img0008_slice0128,0.6478698316721244,0.5406861718124654,"1,5,6,7,8,9","1,5,6,7,9"
142,img0008,img0008_slice0129,0.6432781684757788,0.5484718900582429,"1,5,6,7,8,9","1,5,6,7,8,9"
143,img0008,img0008_slice0130,0.6107898627854825,0.5094899917778317,"1,5,6,7,8,9","1,5,6,7,9"
144,img0008,img0008_slice0131,0.5499422499674929,0.48548262906836465,"1,5,6,8,9","1,4,5,6,9"
145,img0008,img0008_slice0132,0.5543717049511023,0.4735956278150166,"1,5,6,8,9","1,5,6,9"
146,img0008,img0008_slice0133,0.3184057664836386,0.29337505317046264,"1,5,6,8,9","1,5,6,7"
147,img0008,img0008_slice0134,0.5554897575828895,0.5175276644698872,"5,6,8,9","1,5,6,9"
148,img0008,img0008_slice0135,0.7131670338112854,0.6802806755806703,"5,6,8,9","5,6,9"
149,img0008,img0008_slice0136,0.6920706288135033,0.6468704586762442,"5,6,8,9","5,6,9"
150,img0008,img0008_slice0137,0.6493642578563618,0.5758023301879223,"5,6,8,9","5,6,9"
151,img0008,img0008_slice0138,0.5541624098127509,0.4793388429470893,"5,8,9","5,9"
152,img0008,img0008_slice0139,0.5904729396356835,0.49635122407421606,"5,8,9","5,8,9"
153,img0008,img0008_slice0140,0.5785716741850441,0.5176842429501117,"5,8,9","5,9"
154,img0008,img0008_slice0141,0.5984458734984188,0.5451572993540825,"5,8,9","5,9"
155,img0008,img0008_slice0142,0.2583333333171875,0.2108843537199778,"5,8","5,9"
156,img0008,img0008_slice0143,0.4953022266975222,0.3946918238647745,"5,8","5,8,9"
157,img0008,img0008_slice0144,0.578982316318062,0.5116824980415463,"5,8","5,8,9"
158,img0008,img0008_slice0145,0.5505503144349042,0.47202447317965057,"5,8","5,8,9"
159,img0008,img0008_slice0146,0.8785140561747858,0.7862473346763925,"5,8","5,8"
160,img0008,img0008_slice0147,0.7834640106900248,0.664170451188544,"5,8","5,8"
161,img0025,img0025_slice0010,0.0,0.0,,
162,img0025,img0025_slice0015,0.0,0.0,,
163,img0025,img0025_slice0024,0.0,0.0,,
164,img0025,img0025_slice0029,0.0,0.0,,
165,img0025,img0025_slice0036,0.0,0.0,2,3
166,img0025,img0025_slice0037,0.0,0.0,2,3
167,img0025,img0025_slice0038,0.0,0.0,2,"3,9"
168,img0025,img0025_slice0039,0.0,0.0,"2,3","3,9,14"
169,img0025,img0025_slice0040,0.26805853468382523,0.21446149922350155,"2,3,8,9","2,3,5,9,14"
170,img0025,img0025_slice0041,0.21260287911567305,0.14071128982100137,"2,3,8,9","2,3,8,9,14"
171,img0025,img0025_slice0042,0.17679304188975428,0.12717750284349957,"2,3,8,9,14","2,3,8,14"
172,img0025,img0025_slice0043,0.42843676041685336,0.36631371793049056,"2,3,8,9,14","2,3,8,9,11,14"
173,img0025,img0025_slice0044,0.38039030710358523,0.2879972115753093,"2,3,6,8,9,14","2,3,9,14"
174,img0025,img0025_slice0045,0.420662460553507,0.33405579872131064,"2,3,6,8,9,14","2,3,6,9,14"
175,img0025,img0025_slice0046,0.3379370256852311,0.2661435062876856,"2,3,6,8,9,14","2,3,6,11,12,14"
176,img0025,img0025_slice0047,0.4120930569029262,0.3210853466698083,"2,3,6,8,9,14","2,3,6,8,11,12,14"
177,img0025,img0025_slice0048,0.41693843029381783,0.3361035456837934,"2,3,6,8,9,11,14","2,3,6,8,11,12,14"
178,img0025,img0025_slice0049,0.5151490939133516,0.433816759217598,"2,3,6,8,9,11,14","2,3,6,8,11,12,14"
179,img0025,img0025_slice0050,0.4555056187403361,0.39651314122608045,"2,3,6,7,8,9,11,14","2,3,6,9,11,12,14"
180,img0025,img0025_slice0051,0.5659884286617638,0.4787469291340494,"2,3,6,7,8,9,11,14","2,3,6,8,9,11,12,14"
181,img0025,img0025_slice0052,0.5267595788463413,0.4266666063423355,"2,3,4,6,7,8,9,11,14","2,3,4,6,7,8,9,10,11,12,14"
182,img0025,img0025_slice0053,0.4700095614074892,0.3884426850334542,"2,3,4,6,7,8,9,11,14","1,3,4,6,7,8,9,10,11,14"
183,img0025,img0025_slice0054,0.4765504448409886,0.3888846929420234,"3,4,6,7,8,9,11,14","1,3,4,6,7,8,9,10,11,12,14"
184,img0025,img0025_slice0055,0.5837399301361014,0.4795814761170745,"3,4,6,7,8,9,11,14","3,4,6,7,8,9,10,11,12,14"
185,img0025,img0025_slice0056,0.5167630821603915,0.4358744184572444,"3,4,6,7,8,9,11,14","3,4,6,7,8,9,10,11,12,13,14"
186,img0025,img0025_slice0057,0.5404593187717415,0.4466984315503111,"1,3,4,6,7,8,9,10,11,13,14","1,3,4,6,7,8,9,12,13,14"
187,img0025,img0025_slice0058,0.44460726316837196,0.3720030835535065,"1,3,4,6,7,8,9,10,11,13,14","1,2,4,5,6,7,8,9,11,12,13,14"
188,img0025,img0025_slice0059,0.39437229729871004,0.34004961717138266,"1,4,6,7,8,9,10,11,12,13,14","1,2,4,6,7,8,9,12,13,14"
189,img0025,img0025_slice0060,0.5439102545980233,0.45521368661329775,"1,6,7,8,9,10,11,12,13,14","1,2,6,7,8,9,11,12,13"
190,img0025,img0025_slice0061,0.5153607005743871,0.4374838280261852,"1,6,7,8,9,10,12,13","1,6,7,8,9,10,12,14"
191,img0025,img0025_slice0062,0.42957101960410005,0.3406060066439274,"1,6,7,8,9,10,12,13","1,4,6,7,8,9,12"
192,img0025,img0025_slice0063,0.47367518489164284,0.39432117435814495,"1,6,7,8,9,10,12,13","1,6,7,8,9,12"
193,img0025,img0025_slice0064,0.41019859299982697,0.33749558072594926,"1,6,7,8,9,10,12","6,7,8,9,12"
194,img0025,img0025_slice0065,0.32206161656384863,0.2637650812939781,"1,6,7,8,9,10","5,6,7,8"
195,img0025,img0025_slice0066,0.3181607566756715,0.2675592111203097,"1,5,6,7,8,9,10","6,7,8"
196,img0025,img0025_slice0067,0.5538625462952939,0.4594484314825613,"1,5,6,7,8,9","1,5,6,7,8"
197,img0025,img0025_slice0068,0.46305443941548596,0.3806413691647749,"1,5,6,7,8,9","1,2,5,6,7,8"
198,img0025,img0025_slice0069,0.6407054498758832,0.5377794950207839,"1,5,6,7,8,9","1,5,6,7,8"
199,img0025,img0025_slice0070,0.5325438927422406,0.44212857126307786,"1,5,6,7,8,9","1,5,6,7,8"
200,img0025,img0025_slice0071,0.781612373442487,0.6612528300011986,"1,5,6,7,8,9","1,5,6,7,8,9"
201,img0025,img0025_slice0072,0.7935914451005049,0.6982527851594518,"1,5,6,7,8,9","1,5,6,7,8,9"
202,img0025,img0025_slice0073,0.7091079798306211,0.6462302979021322,"5,6,7,8,9","5,6,8,9"
203,img0025,img0025_slice0074,0.9415305902662499,0.8902168753875875,"5,6,8,9","5,6,8,9"
204,img0025,img0025_slice0075,0.8937889184741132,0.8168546335433664,"5,6,8,9","5,6,8,9"
205,img0025,img0025_slice0076,0.8832955567190415,0.7992501488432304,"5,6,8,9","5,6,8,9"
206,img0025,img0025_slice0077,0.685841464395984,0.6325809245009186,"5,6,8,9","5,6,8"
207,img0025,img0025_slice0078,0.29475675796992734,0.25913414632505377,"5,6,8,9","6,8"
208,img0025,img0025_slice0079,0.23867069485683773,0.2283236994087674,"5,8,9","5,6,8"
209,img0025,img0025_slice0080,0.46932515335983666,0.442196531766347,"5,8","5,8"
210,img0025,img0025_slice0081,0.6517993402802102,0.556022727225385,"5,8","5,8"
211,img0025,img0025_slice0082,0.4728915662508165,0.4485714285457959,"5,8",8
212,img0025,img0025_slice0083,0.48656716416458007,0.4738372092747769,"5,8","5,8"
213,img0025,img0025_slice0084,0.4750733137690594,0.4525139664551668,"5,8",8
214,img0026,img0026_slice0014,0.0,0.0,,2
215,img0026,img0026_slice0017,0.0,0.0,,
216,img0026,img0026_slice0035,0.0,0.0,,2
217,img0026,img0026_slice0040,0.0,0.0,,
218,img0026,img0026_slice0044,0.0,0.0,,"9,11,14"
219,img0026,img0026_slice0045,0.16730038022177565,0.1437908496638045,9,"6,8,9,11,14"
220,img0026,img0026_slice0046,0.44792242808213334,0.4083437606393394,"8,9","8,9,11,14"
221,img0026,img0026_slice0047,0.3654366725813504,0.3364222333615854,"8,9","2,8,9,11,14"
222,img0026,img0026_slice0048,0.37211925518095307,0.3479379891417159,"2,8,9","2,8,9,11,14"
223,img0026,img0026_slice0049,0.32059211517415503,0.303333855453548,"2,8,9","2,3,8,9,11,14"
224,img0026,img0026_slice0050,0.40166568397631125,0.3571339909317364,"2,3,8,9","2,3,8,9,11,14"
225,img0026,img0026_slice0051,0.3251742195843584,0.28283091579906006,"2,3,8,9","2,3,8,9,11,14"
226,img0026,img0026_slice0052,0.4554858107703059,0.4180092937264837,"2,3,8,9,14","2,3,8,9,11,14"
227,img0026,img0026_slice0053,0.553780795966655,0.5122183150648858,"2,3,8,9,14","2,3,8,9,14"
228,img0026,img0026_slice0054,0.6834413518330649,0.6083301648500459,"2,3,8,9,14","2,3,8,9,14"
229,img0026,img0026_slice0055,0.4804026965585131,0.4083253838687729,"2,3,8,9,11,14","2,3,8,9,11,14"
230,img0026,img0026_slice0056,0.4463199915803099,0.3487363314662479,"2,3,8,9,11,14","2,3,7,8,9,11,14"
231,img0026,img0026_slice0057,0.6073116360592876,0.47423718049958574,"2,3,8,9,11,14","2,3,8,9,11,14"
232,img0026,img0026_slice0058,0.5030749539028279,0.41128008277089345,"2,3,7,8,9,11,14","2,3,7,8,9,11,14"
233,img0026,img0026_slice0059,0.5103136696745992,0.40895356298448066,"2,3,7,8,9,11,14","3,8,9,11,14"
234,img0026,img0026_slice0060,0.569032632359665,0.48537368372094697,"2,3,7,8,9,11,14","3,8,9,11,14"
235,img0026,img0026_slice0061,0.5923749746833231,0.5010553661890665,"2,3,7,8,9,11,14","3,7,8,9,10,11,14"
236,img0026,img0026_slice0062,0.3385051919535401,0.2746908554655015,"2,3,6,7,8,9,11,14","1,3,7,8,9,10,11,14"
237,img0026,img0026_slice0063,0.5473010905615657,0.45577799358683607,"2,3,4,6,7,8,9,11,14","2,3,6,7,8,9,10,11,14"
238,img0026,img0026_slice0064,0.6698905948925962,0.5779444836941178,"2,3,4,6,7,8,9,10,11,14","2,3,4,6,7,8,9,10,11,14"
239,img0026,img0026_slice0065,0.7107872520784508,0.6170459066130776,"2,3,4,6,7,8,9,10,11,14","2,3,4,6,7,8,9,10,11,12,14"
240,img0026,img0026_slice0066,0.668685328101093,0.5700497034348666,"1,2,3,4,6,7,8,9,10,11,13,14","1,2,3,4,6,7,8,9,10,11,12,13,14"
241,img0026,img0026_slice0067,0.7631559752160656,0.6466169285514716,"1,2,3,4,6,7,8,9,10,11,12,13,14","1,2,3,4,6,7,8,9,10,11,12,13,14"
242,img0026,img0026_slice0068,0.6275559515266058,0.5090397792193161,"1,2,3,4,6,7,8,9,10,11,12,13,14","1,2,3,4,6,7,8,9,10,11,12,13,14"
243,img0026,img0026_slice0069,0.6611795466154248,0.5756182388876597,"1,3,4,6,7,8,9,10,11,12,13","1,3,4,6,7,8,9,10,11,12,13,14"
244,img0026,img0026_slice0070,0.6607433406494588,0.5883717101854691,"1,3,4,6,7,8,9,10,11,12,13","1,3,4,6,7,8,9,10,11,12,13"
245,img0026,img0026_slice0071,0.6517703778583613,0.5802510356483436,"1,3,6,7,8,9,10,11,12,13","1,3,6,7,8,9,10,11,12,13,14"
246,img0026,img0026_slice0072,0.8105613160879289,0.70578898030141,"1,3,6,7,8,9,10,12,13","1,3,6,7,8,9,10,12,13"
247,img0026,img0026_slice0073,0.7235759951178778,0.6182197050688563,"1,3,6,7,8,9,10,12,13","1,6,7,8,9,10,12,13"
248,img0026,img0026_slice0074,0.5955169475869196,0.5279288420895779,"1,3,6,7,8,9,10,12,13","1,6,7,8,9,10,12,13"
249,img0026,img0026_slice0075,0.6250798298626314,0.5571545845622219,"1,6,7,8,9,10,12,13","1,6,7,8,9,10,12"
250,img0026,img0026_slice0076,0.7511205929243909,0.6877346581703794,"1,6,7,8,9,10","1,5,6,7,8,9,10"
